team_id,school,PrevWeekBYE,RunningAvgScore,Wins,Losses,Home_Win_Rate,Away_Win_Rate,OSRS,DSRS,SRS,Off_Score,Def_Score,Off_Pass,Def_Pass,Off_Rush,Def_Rush,Off_Total,Def_Total
199,St. Thomas Minnesota,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Stanford,0,26.29296875,0,8,0,0,-1.07,-2.07,-3.15,40.86,13.07,8.41,6.38,5.1,2.89,6.55,4.57
201,Stephen F. Austin,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Stetson,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Stonehill,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Stony Brook,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Syracuse,0,31.703125,6,1,0,0,8.96,-1.19,7.77,49.57,10.47,9.5,5.33,4.55,3.74,7.42,4.6
206,Texas Christian,0,30.453125,7,0,0,0,6.91,-0.99,5.91,49.24,9.73,10.01,4.2,5.0,2.79,7.74,3.43
207,Tarleton,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Temple,0,16.53515625,1,7,0,0,-8.1,-4.66,-12.75,31.63,19.16,7.67,4.92,4.09,3.95,5.82,4.64
209,Tennessee State,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Tennessee Tech,0,1.5,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Tennessee,0,33.74609375,8,0,0,0,0.29,11.91,12.2,54.12,-3.78,9.76,3.98,6.43,1.66,7.8,2.75
212,Texas A&M,0,18.99609375,5,3,0,0,5.68,5.6,11.28,50.87,1.25,9.84,4.86,6.48,2.37,7.83,3.6
213,Texas A&M Commerce,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Texas,0,23.771484375,10,0,0,0,4.15,16.19,20.34,55.64,-7.69,10.24,2.97,6.47,1.48,8.23,2.22
215,Texas Southern,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Texas State,0,45.203125,4,3,0,0,4.56,-1.67,2.89,48.55,12.44,9.34,5.33,6.01,2.92,7.49,4.03
217,Texas Tech,0,47.40625,4,2,0,0,11.12,-7.0,4.12,53.41,16.83,8.77,5.97,5.51,3.23,7.22,4.65
218,The Citadel,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Toledo,0,33.25,5,0,0,0,-1.31,0.78,-0.54,38.8,11.2,8.54,5.38,4.23,2.87,6.44,3.99
220,Towson,0,10.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Troy,0,38.890625,1,8,0,0,-2.1,-4.78,-6.88,38.24,15.0,8.97,6.67,4.93,3.14,6.68,4.77
222,Tulane,0,31.634765625,6,3,0,0,2.83,6.67,9.5,51.95,4.14,11.28,4.42,6.15,2.84,7.86,3.73
223,Tulsa,0,20.96875,0,7,0,0,-4.24,-12.99,-17.23,34.74,31.13,7.85,8.22,4.88,3.94,6.21,6.07
224,UAB,1,0.0,0,0,0,0,-2.67,-6.41,-9.08,39.64,20.01,8.59,4.93,5.16,3.63,6.83,4.41
225,UAlbany,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,UC Davis,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,UCF,1,0.0,0,0,0,0,2.96,-0.6,2.36,48.78,10.5,9.9,4.95,7.21,2.4,8.3,3.56
228,UCLA,0,16.59375,1,5,0,0,-0.26,3.45,3.18,41.17,5.23,10.15,4.71,4.75,1.92,7.52,3.47
229,Connecticut,0,36.91015625,6,2,0,0,-1.18,0.37,-0.81,42.8,12.19,8.19,5.35,5.87,3.16,6.85,4.15
230,Louisiana-Monroe,0,20.900390625,2,7,0,0,-4.52,-1.23,-5.74,34.96,13.77,8.24,5.12,5.51,3.71,6.51,4.25
231,Nevada-Las Vegas,0,35.2177734375,10,0,0,0,7.26,1.63,8.89,51.06,9.45,9.75,5.09,6.44,2.28,7.55,3.77
232,USC,1,0.0,0,0,0,0,6.97,3.27,10.24,51.58,4.16,9.76,4.95,7.04,2.95,8.45,3.94
233,UT Martin,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,UTEP,1,0.0,0,0,0,0,-7.52,-9.41,-16.93,31.63,24.28,8.0,6.58,4.03,3.86,5.9,4.92
235,UTSA,1,0.0,0,0,0,0,3.43,-6.25,-2.82,43.79,19.0,8.8,7.13,5.22,2.0,6.88,4.61
236,Utah State,0,39.06640625,3,5,0,0,2.89,-11.2,-8.3,44.31,25.03,8.63,6.4,6.42,4.28,7.45,5.25
237,Utah Tech,0,7.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Utah,0,23.34375,2,4,0,0,-3.18,5.27,2.1,39.37,3.43,8.71,4.24,5.14,2.65,6.82,3.35
239,VMI,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Valparaiso,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Vanderbilt,0,19.2265625,3,4,0,0,3.08,2.85,5.93,47.99,3.08,9.72,5.92,5.49,2.72,7.18,4.27
242,Villanova,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Virginia,0,17.2265625,2,5,0,0,-0.56,1.0,0.44,40.46,7.83,8.8,6.18,5.28,2.45,6.92,4.26
244,Virginia Tech,0,30.798828125,5,4,0,0,5.94,5.99,11.93,48.74,2.55,9.09,5.04,6.21,2.44,7.37,3.58
245,Wagner,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Wake Forest,0,18.78515625,2,7,0,0,1.65,-3.58,-1.93,42.89,13.81,8.97,5.26,4.94,3.26,6.82,4.3
247,Washington,0,21.65234375,5,3,0,0,-0.32,5.18,4.87,41.83,4.36,10.18,3.46,5.58,3.03,7.78,3.25
248,Washington State,0,40.15625,5,1,0,0,6.18,-4.71,1.47,46.92,15.47,10.5,5.48,5.4,4.26,7.63,4.83
249,Weber State,0,1.5,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,West Virginia,0,22.4375,2,5,0,0,3.42,-1.8,1.63,45.13,12.4,9.05,6.92,5.99,2.35,7.24,4.44
251,Western Carolina,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Western Illinois,0,1.5,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Western Kentucky,0,27.40625,3,3,0,0,-2.41,1.52,-0.9,37.27,12.77,9.43,6.46,4.36,4.32,6.97,5.05
254,Western Michigan,0,24.94921875,4,5,0,0,2.06,-6.51,-4.45,41.05,20.43,8.81,7.2,5.83,4.14,7.1,5.34
255,William & Mary,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Wisconsin,0,12.17578125,5,4,0,0,-1.67,5.04,3.37,41.89,5.13,8.61,4.5,5.78,3.09,7.08,3.71
257,Wofford,0,6.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Wyoming,0,17.51953125,1,7,0,0,-8.9,-1.66,-10.56,30.26,13.98,7.95,5.93,4.43,4.18,5.89,5.04
259,Yale,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Youngstown,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
