game_id,Team,Opponent,Result,HomeTeamAdvantage,PrevWeekBYE,RunningAvgScore,Wins,Losses,Home_Win_Rate,Away_Win_Rate,OSRS,DSRS,SRS,Off_Score,Def_Score,Off_Pass,Def_Pass,Off_Rush,Def_Rush,Off_Total,Def_Total
2026,200,247,0,1,0,22.75,2,6,0.0,0.6666666666666666,-3.02,-1.74,-4.76,37.51,16.35,8.66,5.9,4.76,3.47,6.71,4.5
2027,247,200,1,0,0,40.375,8,0,1.0,1.0,13.35,4.54,17.89,55.44,3.83,11.0,4.14,5.85,3.24,8.75,3.76
2032,216,221,0,1,1,35.125,5,3,0.75,0.5,8.0,-8.35,-0.35,47.45,21.66,9.09,6.58,5.55,3.12,7.13,4.7
2033,221,216,1,0,1,27.125,6,2,0.75,0.75,1.77,8.52,10.29,41.5,3.07,9.38,5.16,5.42,1.91,7.27,3.57
2034,227,250,0,1,0,33.375,3,5,0.5,0.25,1.57,0.77,2.34,45.52,8.54,10.5,5.21,6.47,3.51,8.1,4.29
2035,250,227,1,0,0,30.75,5,3,0.75,0.5,5.49,1.54,7.03,47.41,8.75,9.59,5.76,6.46,3.02,7.64,4.34
2036,26,219,0,0,1,24.444444444444443,3,6,0.25,0.4,-6.61,-5.71,-12.32,31.8,18.66,6.64,6.04,4.63,4.19,5.56,5.12
2037,219,26,1,1,1,34.44444444444444,8,1,1.0,0.75,1.91,0.29,2.2,43.03,11.83,9.34,5.61,6.12,3.05,7.41,4.29
2038,33,152,1,1,1,23.666666666666668,5,4,1.0,0.2,-2.6,-10.58,-13.18,35.01,22.25,8.06,7.73,5.22,3.87,6.36,5.72
2039,152,33,0,0,1,25.0,4,5,0.5,0.4,-4.52,-2.46,-6.97,34.19,14.18,7.51,5.83,5.8,3.51,6.5,4.64
2040,3,97,1,1,1,17.11111111111111,2,7,0.5,0.0,-11.93,-6.71,-18.64,26.25,20.54,6.37,6.18,3.64,3.38,5.14,4.65
2041,97,3,0,0,1,14.11111111111111,1,8,0.3333333333333333,0.0,-12.52,-9.82,-22.33,27.03,26.99,7.83,7.77,3.78,4.01,5.42,5.61
2042,17,22,0,0,1,16.666666666666668,2,7,0.5,0.0,-11.49,0.75,-10.74,29.01,13.5,6.4,5.84,5.25,2.59,5.65,4.25
2043,22,17,1,1,1,22.444444444444443,5,4,0.75,0.4,-0.73,-1.32,-2.04,38.38,13.53,8.12,5.89,5.1,3.1,6.4,4.44
2046,51,246,1,1,0,25.666666666666668,6,3,0.8333333333333334,0.3333333333333333,2.92,6.1,9.02,44.78,3.32,8.53,4.76,6.42,2.82,7.3,3.8
2047,246,51,0,0,0,22.11111111111111,4,5,0.6,0.25,-2.48,-0.84,-3.32,37.51,11.05,9.55,6.34,4.69,2.83,6.65,4.47
2048,187,221,0,0,0,30.88888888888889,4,5,0.5,0.4,-1.2,2.77,1.57,43.89,9.88,9.04,6.27,5.89,2.27,7.33,4.06
2049,221,187,1,1,0,27.22222222222222,7,2,0.8,0.75,1.77,8.52,10.29,41.5,3.07,9.38,5.16,5.42,1.91,7.27,3.57
2050,206,217,0,0,1,29.22222222222222,4,5,0.6,0.25,5.78,0.62,6.4,48.32,8.9,9.27,5.78,5.79,2.98,7.6,4.23
2051,217,206,1,1,1,30.55555555555556,4,5,0.6,0.25,2.9,4.04,6.94,44.39,7.11,7.98,4.69,5.61,2.9,6.71,3.8
2052,21,205,1,0,0,26.88888888888889,6,3,0.6,0.75,2.02,-4.57,-2.55,40.77,14.23,8.31,6.14,6.01,4.03,6.9,5.04
2053,205,21,0,1,0,24.55555555555556,4,5,0.6,0.25,-7.34,4.4,-2.93,37.1,10.2,8.5,5.55,5.29,2.55,6.47,4.08
2054,42,258,0,0,0,26.33333333333333,3,6,0.5,0.2,-1.47,-5.88,-7.35,36.94,17.18,8.62,6.04,4.07,3.49,6.69,4.69
2055,258,42,1,1,0,23.88888888888889,6,3,1.0,0.0,-1.87,3.05,1.18,37.81,8.83,8.39,4.76,5.33,3.2,6.5,4.09
2062,5,99,1,1,1,31.88888888888889,8,1,0.8333333333333334,1.0,8.41,9.75,18.16,52.89,-1.54,11.5,4.08,5.88,2.19,7.88,3.15
2063,99,5,0,0,1,45.22222222222222,6,3,1.0,0.4,16.27,-1.6,14.66,64.79,11.31,12.71,5.91,7.53,3.26,10.0,4.74
2068,8,111,1,1,0,34.0,5,4,0.8,0.25,7.47,-4.33,3.14,46.31,16.0,9.36,5.48,5.79,3.97,7.37,4.72
2069,111,8,0,0,0,22.88888888888889,4,5,0.75,0.2,-2.58,-3.32,-5.91,36.4,15.34,8.27,5.49,5.07,3.2,6.52,4.34
2070,9,238,0,0,0,17.77777777777778,2,7,0.3333333333333333,0.0,-6.01,2.03,-3.98,34.9,11.55,7.73,5.35,4.9,3.06,6.35,4.08
2071,238,9,1,1,0,25.0,7,2,0.8333333333333334,0.6666666666666666,-3.28,10.25,6.97,39.81,-0.15,8.43,4.62,5.47,1.97,6.62,3.36
2072,10,228,1,1,0,30.77777777777778,6,3,0.8,0.5,8.33,5.48,13.8,50.88,4.0,10.69,5.15,5.75,2.69,8.35,3.85
2073,228,10,0,0,0,28.55555555555556,6,3,1.0,0.4,-2.38,8.76,6.37,41.12,1.87,8.95,4.41,5.99,1.65,7.28,3.08
2074,11,62,1,0,1,27.88888888888889,3,6,0.5,0.2,0.81,-0.61,0.2,42.87,11.32,8.66,5.45,4.68,3.22,6.3,4.21
2075,62,11,0,1,0,28.88888888888889,5,4,0.8,0.25,4.21,-0.91,3.31,46.49,8.98,10.04,6.14,5.66,3.49,7.67,4.73
2076,12,106,1,1,0,24.55555555555556,5,4,0.6,0.5,-2.87,0.13,-2.74,37.7,16.58,9.0,6.45,5.21,3.56,6.87,4.92
2077,106,12,0,0,0,31.11111111111111,5,4,0.75,0.4,3.65,-6.14,-2.49,42.4,17.64,8.68,6.3,5.93,2.8,7.11,4.29
2080,14,241,1,0,0,27.22222222222222,5,4,0.6,0.5,-1.93,5.94,4.01,42.06,3.55,8.46,5.0,6.02,3.03,6.93,3.91
2081,241,14,0,1,0,24.4,2,8,0.3333333333333333,0.0,-1.83,-7.38,-9.2,40.36,18.31,8.55,5.61,4.64,3.91,6.65,4.85
2084,16,250,0,0,0,22.88888888888889,5,4,1.0,0.2,-1.28,0.36,-0.92,39.87,11.99,7.88,5.19,4.62,3.6,6.22,4.42
2085,250,16,1,1,0,31.444444444444443,6,3,0.8,0.5,5.49,1.54,7.03,47.41,8.75,9.59,5.76,6.46,3.02,7.64,4.34
2086,18,80,0,1,0,22.666666666666668,3,6,0.1428571428571428,1.0,0.09,-4.95,-4.86,40.18,15.67,8.87,6.9,4.54,3.58,6.68,5.04
2087,80,18,1,0,0,25.22222222222222,4,5,0.6,0.25,-0.29,-2.24,-2.54,40.65,13.32,8.73,6.37,5.05,2.96,6.9,4.48
2088,20,66,0,0,0,30.0,4,5,0.75,0.2,4.22,0.58,4.8,45.22,10.57,9.93,6.11,6.24,2.97,7.69,4.65
2089,66,20,1,1,0,34.0,8,1,1.0,0.75,0.29,-0.83,-0.54,40.4,12.64,8.12,5.43,4.36,3.24,6.47,4.33
2100,29,163,0,0,0,30.77777777777778,3,6,0.4,0.25,5.93,-4.07,1.86,47.33,14.53,8.6,5.52,5.69,2.48,7.05,3.96
2101,163,29,1,1,0,47.44444444444444,8,1,1.0,0.75,8.1,11.85,19.94,59.15,-1.82,11.35,4.08,7.03,2.6,9.29,3.32
2110,35,223,1,0,0,16.77777777777778,3,6,0.25,0.4,-9.37,-3.54,-12.91,29.98,15.13,7.11,6.3,4.87,3.65,5.73,4.83
2111,223,35,0,1,0,22.444444444444443,3,6,0.4,0.25,-4.15,-4.08,-8.23,36.65,20.57,8.69,7.48,5.09,3.8,6.52,5.5
2114,37,227,0,1,0,25.33333333333333,2,7,0.1666666666666666,0.3333333333333333,-3.16,-2.85,-6.01,39.96,13.99,8.41,6.25,6.2,4.22,7.1,5.19
2115,227,37,1,0,0,32.77777777777778,4,5,0.5,0.4,1.57,0.77,2.34,45.52,8.54,10.5,5.21,6.47,3.51,8.1,4.29
2116,38,156,1,1,0,29.0,5,4,0.8,0.25,4.19,5.62,9.82,47.38,3.87,8.16,3.73,5.77,2.34,6.82,3.11
2117,156,38,0,0,0,36.8,7,3,0.8,0.6,7.31,9.48,16.79,56.43,0.72,10.88,3.71,6.73,2.37,8.5,3.04
2118,39,161,1,0,0,30.0,6,3,0.75,0.6,-1.33,2.13,0.8,40.22,11.09,9.75,5.74,5.54,3.58,7.43,4.68
2119,161,39,0,1,0,24.444444444444443,4,5,0.6,0.25,-2.68,-1.69,-4.37,34.88,12.94,8.26,5.64,5.14,2.3,6.42,3.9
2122,41,164,0,1,0,30.666666666666668,4,5,0.4,0.5,6.37,-5.4,0.98,47.22,16.38,9.62,5.79,3.82,3.43,7.05,4.41
2123,164,41,1,0,0,35.22222222222222,7,2,1.0,0.6,5.14,4.28,9.42,49.48,4.52,10.51,5.12,6.16,2.38,8.13,3.67
2140,53,222,0,1,0,17.666666666666668,1,8,0.2,0.0,-9.5,0.24,-9.26,31.73,9.93,6.51,6.4,4.69,2.47,5.54,4.31
2141,222,53,1,0,0,28.666666666666668,8,1,0.8,1.0,-1.07,5.06,3.99,37.79,5.46,9.27,5.41,5.06,2.46,6.8,4.0
2146,61,224,0,0,0,27.666666666666668,4,5,0.5,0.4,-5.1,-1.91,-7.01,35.97,14.11,7.54,6.24,4.87,2.95,6.21,4.52
2147,224,61,1,1,1,30.77777777777778,3,6,0.6,0.0,1.65,-11.4,-9.75,41.2,23.08,9.17,6.05,5.53,4.15,7.32,5.01
2148,64,167,1,0,0,39.55555555555556,9,0,1.0,1.0,6.24,10.28,16.51,51.34,1.83,9.82,4.09,5.88,2.66,7.71,3.38
2149,167,64,0,1,0,20.666666666666668,2,7,0.4,0.0,-4.47,1.19,-3.28,37.34,10.2,9.05,6.12,4.65,2.02,6.77,3.76
2150,70,127,1,1,0,39.333333333333336,9,0,1.0,1.0,8.61,11.39,20.0,57.42,-2.04,11.31,3.61,6.6,2.4,8.78,3.11
2151,127,70,0,0,1,32.44444444444444,7,2,0.8,0.75,8.13,8.23,16.36,49.69,0.45,11.0,4.44,5.7,2.43,7.92,3.39
2152,71,216,0,0,0,32.666666666666664,6,3,1.0,0.25,0.99,-6.71,-5.71,41.84,19.44,8.14,6.61,5.21,3.58,6.87,5.05
2153,216,71,1,1,0,36.22222222222222,6,3,0.8,0.5,8.0,-8.35,-0.35,47.45,21.66,9.09,6.58,5.55,3.12,7.13,4.7
2154,72,93,0,1,0,28.55555555555556,6,3,0.6,0.75,-0.35,-2.89,-3.24,38.91,16.23,8.61,6.78,5.85,3.1,6.92,4.97
2155,93,72,1,0,0,33.22222222222222,9,0,1.0,1.0,3.99,4.54,8.53,45.94,7.12,10.0,5.51,5.01,1.51,7.37,3.83
2156,73,243,1,0,0,33.22222222222222,5,4,0.5,0.6,6.43,-2.73,3.71,48.07,12.31,9.46,5.52,6.73,4.02,7.86,4.72
2157,243,73,0,1,0,23.11111111111111,2,7,0.25,0.2,0.22,-4.01,-3.78,40.84,15.45,9.47,5.23,4.57,3.42,6.73,4.31
2160,77,137,1,0,0,21.5,3,7,0.4,0.2,-4.87,-5.91,-10.79,33.77,20.17,8.01,6.78,3.74,3.56,6.26,4.97
2161,137,77,0,1,0,17.555555555555557,2,7,0.2,0.25,-12.92,-2.88,-15.8,26.54,18.47,7.24,7.14,4.03,4.39,5.43,5.57
2172,84,123,1,0,1,21.11111111111111,4,5,0.4,0.5,3.82,-4.24,-0.42,43.24,13.9,9.62,5.47,5.47,2.62,7.53,4.03
2173,123,84,0,1,0,21.666666666666668,5,4,0.6666666666666666,0.3333333333333333,-0.43,0.43,-0.01,39.63,12.09,8.01,5.84,5.67,3.54,6.56,4.73
2178,87,256,1,1,0,18.77777777777778,3,6,0.6,0.0,0.3,-2.78,-2.49,41.12,13.77,8.98,6.22,5.01,3.05,6.79,4.46
2179,256,87,0,0,0,23.55555555555556,5,4,0.6,0.5,-0.34,6.16,5.82,40.64,4.15,8.1,4.95,5.96,2.68,6.96,3.75
2182,89,155,1,0,1,18.444444444444443,7,2,0.8,0.75,-7.03,13.29,6.26,33.32,-2.0,6.71,3.49,4.88,1.76,5.6,2.69
2183,155,89,0,0,0,20.11111111111111,4,5,0.8,0.0,0.65,1.88,2.53,40.86,8.99,8.9,5.54,4.4,2.81,6.41,4.02
2184,90,94,0,1,0,23.55555555555556,5,4,0.6,0.5,1.84,5.36,7.2,43.29,4.88,10.01,5.01,5.22,2.61,7.5,3.83
2185,94,90,1,0,0,34.888888888888886,7,2,1.0,0.5,8.71,0.34,9.06,50.83,9.25,11.65,5.64,6.38,3.21,8.37,4.32
2188,92,188,0,0,0,28.5,7,3,0.8,0.6,-0.6,1.28,0.68,40.37,11.15,7.72,5.8,5.26,2.24,6.2,3.8
2189,188,92,1,1,0,26.77777777777778,3,6,0.75,0.0,1.36,0.98,2.33,44.03,7.75,10.17,5.42,4.29,2.44,7.3,3.85
2190,95,214,0,0,0,36.55555555555556,6,3,1.0,0.25,9.06,6.56,15.63,55.33,3.48,9.07,4.59,6.33,3.45,7.49,4.12
2191,214,95,1,1,0,34.333333333333336,8,1,1.0,0.75,9.43,10.89,20.32,54.23,-1.29,10.51,4.94,6.21,1.64,8.18,3.57
2194,98,124,1,0,0,30.0,6,3,0.6666666666666666,0.6666666666666666,5.01,0.34,5.35,47.33,9.9,9.47,5.48,6.39,2.12,7.9,3.83
2195,124,98,0,1,0,22.666666666666668,4,5,0.5,0.3333333333333333,-4.26,3.48,-0.78,37.88,7.6,7.82,4.89,5.71,2.65,6.63,3.64
2198,103,107,1,1,0,39.11111111111112,9,0,1.0,1.0,9.23,-0.05,9.18,49.89,13.51,11.02,5.73,6.75,3.28,8.2,4.65
2199,107,103,0,0,0,26.7,3,7,0.4,0.2,-1.83,-9.46,-11.28,37.45,22.19,8.91,5.59,4.58,4.76,6.79,5.04
2202,108,244,1,1,0,32.888888888888886,8,1,1.0,0.75,3.33,7.09,10.42,47.13,2.77,10.06,5.33,5.95,1.78,7.71,3.59
2203,244,108,0,0,0,23.55555555555556,4,5,0.8,0.0,4.05,1.85,5.9,46.77,9.79,9.19,4.82,6.48,3.07,7.56,3.94
2204,112,165,0,1,0,30.666666666666668,5,4,0.6666666666666666,0.3333333333333333,7.03,2.71,9.74,48.52,7.87,9.64,5.01,5.19,2.37,7.6,3.69
2205,165,112,1,0,0,40.22222222222222,8,1,1.0,0.75,5.2,13.03,18.23,54.24,-2.47,8.73,4.74,6.1,1.23,7.25,2.81
2210,115,192,1,1,0,39.22222222222222,7,2,0.8,0.75,11.2,-4.9,6.29,51.9,16.18,9.47,6.49,5.55,3.56,7.59,5.09
2211,192,115,0,0,1,30.444444444444443,4,5,0.5,0.4,2.65,-7.57,-4.92,43.66,20.79,8.98,7.01,5.06,3.25,6.74,5.16
2214,119,134,0,0,0,32.111111111111114,6,3,0.8333333333333334,0.3333333333333333,4.64,3.33,7.97,48.16,6.75,9.52,5.48,6.36,2.07,7.87,3.82
2215,134,119,1,1,0,24.666666666666668,6,3,0.6666666666666666,0.6666666666666666,1.77,5.65,7.41,43.25,3.77,8.65,4.94,5.62,2.56,6.89,3.92
2216,120,136,1,1,0,18.22222222222222,3,6,0.5,0.0,-4.57,3.02,-1.54,36.16,12.08,8.55,6.25,4.47,2.91,6.45,4.46
2217,136,120,0,0,0,19.88888888888889,5,4,0.8,0.25,-5.93,7.99,2.06,34.82,3.24,8.22,4.68,5.78,2.02,6.68,3.41
2218,121,172,1,1,1,40.66666666666666,9,0,1.0,1.0,8.53,16.48,25.01,55.91,-6.16,11.0,4.11,6.15,1.83,8.03,2.98
2219,172,121,0,0,0,20.88888888888889,2,7,0.2,0.25,3.7,-4.08,-0.38,44.48,15.31,8.84,6.32,6.04,2.75,7.26,4.48
2220,122,140,0,0,1,21.88888888888889,2,7,0.5,0.0,-3.45,-2.15,-5.6,36.75,15.97,8.91,5.18,4.59,3.37,6.81,4.33
2221,140,122,1,1,0,27.8,7,3,0.8,0.6,-1.87,0.64,-1.23,37.0,11.7,9.45,6.44,6.2,3.77,7.6,5.09
2230,135,208,0,0,1,18.25,3,5,0.5,0.25,-9.97,4.15,-5.82,29.27,9.08,7.53,6.31,5.12,2.61,5.82,4.47
2231,208,135,1,1,1,20.55555555555556,3,6,0.5,0.0,-7.69,-6.71,-14.4,31.95,22.03,7.69,7.73,4.37,3.65,6.31,5.25
2234,139,231,0,1,0,27.444444444444443,3,6,0.4,0.25,-2.6,-7.37,-9.97,38.07,22.56,8.57,7.51,5.97,4.13,7.09,5.61
2235,231,139,1,0,0,36.66666666666666,7,2,1.0,0.6,7.07,-4.68,2.39,47.47,16.24,9.74,7.13,5.31,3.38,7.2,5.11
2242,149,235,0,1,0,34.77777777777778,3,6,0.4,0.25,5.93,-13.1,-7.17,44.83,25.2,9.04,6.84,5.96,4.96,7.49,5.6
2243,235,149,1,0,0,31.22222222222222,6,3,0.75,0.6,2.68,0.74,3.42,43.31,11.09,8.38,5.48,5.33,2.7,6.74,4.09
2246,158,177,1,0,0,32.77777777777778,9,0,1.0,1.0,4.02,16.23,20.26,49.0,-6.57,10.77,3.31,5.64,2.16,8.07,2.71
2247,177,158,0,1,1,26.77777777777778,6,3,0.8333333333333334,0.3333333333333333,0.5,4.43,4.93,42.68,5.43,8.1,4.62,5.9,2.94,6.72,3.7
2248,159,160,0,0,0,39.888888888888886,7,2,1.0,0.6,11.51,4.35,15.86,59.1,4.69,10.93,4.65,5.68,2.42,8.07,3.64
2249,160,159,1,1,0,30.666666666666668,7,2,0.8333333333333334,0.6666666666666666,5.85,0.6,6.45,47.03,10.23,8.55,6.64,6.09,3.18,7.35,4.85
2250,162,212,1,1,0,38.77777777777778,8,1,1.0,0.6666666666666666,8.19,5.3,13.49,53.0,4.32,11.4,5.23,5.66,2.59,8.06,3.88
2251,212,162,0,0,0,32.333333333333336,5,4,0.8,0.25,4.48,4.49,8.98,49.74,4.43,9.85,5.35,5.2,1.87,7.4,3.57
2256,174,179,0,1,0,33.0,4,5,0.5,0.3333333333333333,1.1,-5.04,-3.94,42.55,15.71,8.7,6.24,4.98,3.26,6.88,4.62
2257,179,174,1,0,0,40.0,7,2,1.0,0.6,1.04,6.37,7.41,50.05,5.32,9.37,4.8,5.21,2.53,7.11,3.58
2260,184,236,0,1,1,20.11111111111111,3,6,0.3333333333333333,0.3333333333333333,-5.83,-2.78,-8.61,33.73,14.89,7.95,5.87,5.14,4.06,6.26,5.08
2261,236,184,1,0,1,34.888888888888886,4,5,0.5,0.4,6.02,-11.99,-5.97,46.24,24.56,8.88,5.5,5.89,4.14,7.19,4.89
2264,196,230,1,1,0,23.0,2,7,0.4,0.0,-2.26,-6.3,-8.56,36.65,22.7,7.78,7.57,5.37,3.88,6.38,5.54
2265,230,196,0,0,0,18.88888888888889,2,7,0.4,0.0,-8.99,-4.31,-13.3,29.76,20.02,7.24,6.66,5.36,3.04,6.19,4.75
2266,200,248,1,0,0,21.33333333333333,3,6,0.0,0.75,-3.02,-1.74,-4.76,37.51,16.35,8.66,5.9,4.76,3.47,6.71,4.5
2267,248,200,0,1,0,29.33333333333333,4,5,0.6,0.25,4.87,-0.64,4.23,48.48,10.9,9.94,5.24,4.28,3.16,7.56,3.99
2272,211,229,1,1,0,34.77777777777778,7,2,1.0,0.5,3.89,6.81,10.69,49.81,3.79,9.77,4.97,6.93,2.18,8.15,3.55
2273,229,211,0,0,0,17.88888888888889,1,8,0.0,0.25,-9.56,-0.36,-9.92,30.53,15.77,7.25,6.81,5.12,3.09,6.06,4.9
2276,232,247,0,1,0,45.5,7,3,0.6666666666666666,0.75,16.66,-7.07,9.59,61.0,16.01,11.66,5.62,6.29,3.48,9.18,4.35
2277,247,232,1,0,0,41.66666666666666,9,0,1.0,1.0,13.35,4.54,17.89,55.44,3.83,11.0,4.14,5.85,3.24,8.75,3.76
2278,234,253,0,1,0,18.1,3,7,0.2,0.4,-7.53,-3.56,-11.1,31.32,15.96,9.29,5.46,4.6,4.73,6.59,4.94
2279,253,234,1,0,0,28.88888888888889,5,4,0.75,0.4,3.86,-3.77,0.09,43.11,17.79,8.72,5.35,4.74,4.16,7.0,4.73
2282,17,152,1,0,0,17.0,3,7,0.5,0.1666666666666666,-11.49,0.75,-10.74,29.01,13.5,6.4,5.84,5.25,2.59,5.65,4.25
2283,152,17,0,1,0,24.2,4,6,0.4,0.4,-4.52,-2.46,-6.97,34.19,14.18,7.51,5.83,5.8,3.51,6.5,4.64
2284,26,157,0,1,0,23.0,3,7,0.2,0.4,-6.61,-5.71,-12.32,31.8,18.66,6.64,6.04,4.63,4.19,5.56,5.12
2285,157,26,1,0,1,21.6,7,3,0.8,0.6,-5.28,4.62,-0.66,33.64,8.18,7.8,5.86,4.59,2.64,5.96,4.3
2286,33,254,0,0,0,24.1,5,5,1.0,0.1666666666666666,-2.6,-10.58,-13.18,35.01,22.25,8.06,7.73,5.22,3.87,6.36,5.72
2287,254,33,1,1,1,27.4,4,6,0.75,0.1666666666666666,-1.19,-10.27,-11.46,37.84,24.21,7.9,7.39,5.06,3.75,6.27,5.59
2288,3,118,0,0,0,15.4,2,8,0.5,0.0,-11.93,-6.71,-18.64,26.25,20.54,6.37,6.18,3.64,3.38,5.14,4.65
2289,118,3,1,1,1,28.7,8,2,0.75,0.8333333333333334,-4.53,6.28,1.75,35.31,6.37,8.94,5.8,5.18,2.74,6.53,4.2
2290,22,97,1,0,0,25.1,6,4,0.75,0.5,-0.73,-1.32,-2.04,38.38,13.53,8.12,5.89,5.1,3.1,6.4,4.44
2291,97,22,0,1,0,14.6,1,9,0.25,0.0,-12.52,-9.82,-22.33,27.03,26.99,7.83,7.77,3.78,4.01,5.42,5.61
2292,57,219,0,0,1,19.0,4,6,0.8,0.0,-9.71,-4.44,-14.16,27.94,18.69,6.31,6.73,4.16,3.97,5.11,5.26
2293,219,57,1,1,0,35.9,9,1,1.0,0.75,1.91,0.29,2.2,43.03,11.83,9.34,5.61,6.12,3.05,7.41,4.29
2294,106,196,0,1,0,31.1,5,5,0.6,0.4,3.65,-6.14,-2.49,42.4,17.64,8.68,6.3,5.93,2.8,7.11,4.29
2295,196,106,1,0,0,24.1,3,7,0.4,0.2,-2.26,-6.3,-8.56,36.65,22.7,7.78,7.57,5.37,3.88,6.38,5.54
2296,108,243,1,1,0,32.7,9,1,1.0,0.75,3.33,7.09,10.42,47.13,2.77,10.06,5.33,5.95,1.78,7.71,3.59
2297,243,108,0,0,0,23.2,2,8,0.25,0.1666666666666666,0.22,-4.01,-3.78,40.84,15.45,9.47,5.23,4.57,3.42,6.73,4.31
2300,149,179,0,0,0,33.4,3,7,0.4,0.2,5.93,-13.1,-7.17,44.83,25.2,9.04,6.84,5.96,4.96,7.49,5.6
2301,179,149,1,1,0,40.5,8,2,1.0,0.6,1.04,6.37,7.41,50.05,5.32,9.37,4.8,5.21,2.53,7.11,3.58
2302,231,258,1,1,0,36.4,8,2,1.0,0.6,7.07,-4.68,2.39,47.47,16.24,9.74,7.13,5.31,3.38,7.2,5.11
2303,258,231,0,0,0,22.9,6,4,1.0,0.0,-1.87,3.05,1.18,37.81,8.83,8.39,4.76,5.33,3.2,6.5,4.09
2306,2,77,0,0,0,28.5,8,2,1.0,0.6666666666666666,-1.51,4.75,3.25,39.95,7.21,11.89,5.71,5.97,2.27,6.77,3.97
2307,77,2,1,1,0,22.0,4,7,0.5,0.2,-4.87,-5.91,-10.79,33.77,20.17,8.01,6.78,3.74,3.56,6.26,4.97
2310,5,98,1,0,0,33.6,9,1,0.8333333333333334,1.0,8.41,9.75,18.16,52.89,-1.54,11.5,4.08,5.88,2.19,7.88,3.15
2311,98,5,0,1,0,29.1,6,4,0.5714285714285714,0.6666666666666666,5.01,0.34,5.35,47.33,9.9,9.47,5.48,6.39,2.12,7.9,3.83
2314,8,72,1,0,0,34.8,6,4,0.8,0.4,7.47,-4.33,3.14,46.31,16.0,9.36,5.48,5.79,3.97,7.37,4.72
2315,72,8,0,1,0,27.1,6,4,0.5,0.75,-0.35,-2.89,-3.24,38.91,16.23,8.61,6.78,5.85,3.1,6.92,4.97
2316,9,228,1,0,0,17.7,3,7,0.3333333333333333,0.25,-6.01,2.03,-3.98,34.9,11.55,7.73,5.35,4.9,3.06,6.35,4.08
2317,228,9,0,1,0,26.4,6,4,0.8,0.4,-2.38,8.76,6.37,41.12,1.87,8.95,4.41,5.99,1.65,7.28,3.08
2318,10,41,1,0,0,31.1,7,3,0.8,0.6,8.33,5.48,13.8,50.88,4.0,10.69,5.15,5.75,2.69,8.35,3.85
2319,41,10,0,1,0,30.7,4,6,0.3333333333333333,0.5,6.37,-5.4,0.98,47.22,16.38,9.62,5.79,3.82,3.43,7.05,4.41
2320,11,14,0,1,0,26.1,3,7,0.4,0.2,0.81,-0.61,0.2,42.87,11.32,8.66,5.45,4.68,3.22,6.3,4.21
2321,14,11,1,0,0,29.3,6,4,0.6,0.6,-1.93,5.94,4.01,42.06,3.55,8.46,5.0,6.02,3.03,6.93,3.91
2322,12,187,0,0,0,23.5,5,5,0.6,0.4,-2.87,0.13,-2.74,37.7,16.58,9.0,6.45,5.21,3.56,6.87,4.92
2323,187,12,1,1,0,29.9,5,5,0.6,0.4,-1.2,2.77,1.57,43.89,9.88,9.04,6.27,5.89,2.27,7.33,4.06
2326,16,90,0,1,0,21.9,5,5,0.8,0.2,-1.28,0.36,-0.92,39.87,11.99,7.88,5.19,4.62,3.6,6.22,4.42
2327,90,16,1,0,0,25.7,6,4,0.6,0.6,1.84,5.36,7.2,43.29,4.88,10.01,5.01,5.22,2.61,7.5,3.83
2328,18,95,0,0,0,22.9,3,7,0.1428571428571428,0.6666666666666666,0.09,-4.95,-4.86,40.18,15.67,8.87,6.9,4.54,3.58,6.68,5.04
2329,95,18,1,1,0,38.8,7,3,1.0,0.25,9.06,6.56,15.63,55.33,3.48,9.07,4.59,6.33,3.45,7.49,4.12
2330,20,139,1,1,0,31.2,5,5,0.8,0.2,4.22,0.58,4.8,45.22,10.57,9.93,6.11,6.24,2.97,7.69,4.65
2331,139,20,0,0,0,26.1,3,7,0.4,0.2,-2.6,-7.37,-9.97,38.07,22.56,8.57,7.51,5.97,4.13,7.09,5.61
2332,21,244,0,1,0,26.4,6,4,0.5,0.75,2.02,-4.57,-2.55,40.77,14.23,8.31,6.14,6.01,4.03,6.9,5.04
2333,244,21,1,0,0,26.0,5,5,0.8,0.2,4.05,1.85,5.9,46.77,9.79,9.19,4.82,6.48,3.07,7.56,3.94
2342,29,248,1,1,0,31.9,4,6,0.5,0.25,5.93,-4.07,1.86,47.33,14.53,8.6,5.52,5.69,2.48,7.05,3.96
2343,248,29,0,0,0,30.3,4,6,0.6,0.2,4.87,-0.64,4.23,48.48,10.9,9.94,5.24,4.28,3.16,7.56,3.99
2352,35,115,0,1,0,18.9,3,7,0.2,0.4,-9.37,-3.54,-12.91,29.98,15.13,7.11,6.3,4.87,3.65,5.73,4.83
2353,115,35,1,0,0,39.7,8,2,0.8,0.8,11.2,-4.9,6.29,51.9,16.18,9.47,6.49,5.55,3.56,7.59,5.09
2354,37,80,1,0,0,25.2,3,7,0.1666666666666666,0.5,-3.16,-2.85,-6.01,39.96,13.99,8.41,6.25,6.2,4.22,7.1,5.19
2355,80,37,0,1,0,24.1,4,6,0.5,0.25,-0.29,-2.24,-2.54,40.65,13.32,8.73,6.37,5.05,2.96,6.9,4.48
2356,38,73,1,1,0,30.3,6,4,0.8333333333333334,0.25,4.19,5.62,9.82,47.38,3.87,8.16,3.73,5.77,2.34,6.82,3.11
